content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas
Jokowi dan dahlan iskan cocok maju capres 2014 RT @RakyatMeminta: Dari sekian banyak komentar mengenai ... (more) http://t.co/A5KIyRxGcz;0;0;0;1;0
"Jokowi dianggap pejabat paling jujur dan bersahaja' Nama Gubernur DKI Jakarta Joko Widodo masih berada di... http://t.co/Q7t3ZzG1vD""";1;0;0;0;0
"Ada 5 orang hebat dri sulawesi yg menginspirasi hdup gua BJ Habibie Jusuf Kalla Opa gue Nyokap gue ~""";1;0;0;0;0
"indonesia akan maju dan  aman apabila pak habibi dan wiranto maju menjadi presiden ayo Mahasiswa dan masyarakat kita minta pak habibi maju""";1;0;0;1;0
"Org yg hebat tdk dibentuk dari segala kenyamanan kemewahan tp dibentuk dari tantangan ksulitan air mata """"Dahlan Iskan""""""";1;0;0;0;0
jokowi ahok pemimpin frontal nan cerdas presiden masa depan!!;1;0;0;0;0
Presiden masa depan RT @Rafliiiii94: Hellyih! \m/ Rt augusmilitan: Hidup ARB :) RT @Rafliiiii94: Mantepan;1;0;0;0;0
"Wiranto? ""@BurhanMuhtadi: Tiba2 mrasa kasihan melihat kerja keras capres itu banting tulang pasang iklan  tapi kok elektabilitas gak naik?""";1;0;0;0;0
salah satu inspirasi gaya kepemimpinan yang saya anut adalah beliau @iskan_dahlan;1;0;0;0;0
"Saya dukung Hatta Rajasa RT ?@sahabathatta Menurut Survey Hatta Rajasa Mampu Bawa Indonesia Sejahtera http://t.co/WhPCfggbpz""";0;1;0;1;0
@syosodipuro @arielcalvalera @jokowi_do2 kata siapa org solo cerdas? Jokowi tes IQ aja paling dibwh rata2. Apalagi org solo yg lainnya?;0;1;0;0;0
Wah Pak Wiranto black belt DAN V? *baru lihat iklan di TV *salut pak!;0;0;0;0;0
Semoga tahun 2014 bapak  prabowo subianto terpilih menjadi presiden .;0;0;0;1;0
Hasil jajak pembaca Nonstop edisi Juni 2013: Hatta Rajasa Mampu Jadi Capres 2014 http://t.co/OPQaALPXz5;0;1;0;0;0
Kalo disuruh milih gw lebih milih prof yusril ihza mahendra duet sama prof mahfud md buat jadi RI 1   RI 2 tahun depan ...;0;0;0;1;0
"Makin naek nihh nama Jokowi renstra politik yg sangat cerdas :D:)""";1;0;0;0;0
"Orang seperti Bapak Ali Pak Yusuf Kalla Pak Mahfud MD Pak Dahlan Iskan bisa jadi toladan umat amanah tegas""";1;0;0;0;0
"minta ampun saya lihat ini si OON selalu memuja ARB. lumpur sidoarjo belum kelar mau sok jadi presiden.""";0;1;0;0;0
"Dari semua bakal Capres ex militer Jend Wiranto punya keunggulan jauh dibanding dgn capres yg lain @wiranto1947 http://t.co/qlgc8xbpX1""";1;0;0;0;0
"Sdh cukup 32 tahun rakyat ketakutan dibawah rezim Orde Baru dan Golkar. Skr Wiranto mau jd presiden. *tepokJidat*""";0;0;0;1;0
"dia itu terlena dengan ambisinya jadi presiden. Lupa sidoarjo ""@bagas_limar: Iya sih tp lumpur lapindo ko ga slese2?""""@izzanb: ARB kan""";0;1;0;0;0
"Semua motivasi2 yang diberikan oleh Pak @iskan_dahlan sama seperti kisah dari Nabi Muhammad ya itu mau sukses caranya: jujur dapat dipercaya""";1;0;0;0;0
"Pertama senang bs brtatap muka langsung dgn Pak Jusuf Kalla mantan wakil presiden bersama dgn Pak Djan Faridz Menteri Perumahan Rakyat :D""";1;0;0;0;0
Sudah cukup!!! 32 tahun rakyat ketakutan dibawah rezim Orde Baru dan Golkar. Sekarang Bpk. Wiranto dan Bpk. Parbowo mau jadi calon Presiden.;1;0;0;0;0
"Dahlan Iskan: Jujur Amanah Ikhlas itu Penting http://t.co/TAlIZSRBOs via @sharethis""";1;0;0;0;0
panutan bgt buat jadi pemimpin RT @LintasME okowi dianggap pejabat paling jujur dan bersahaja http://t.co/8AyQdvFBDh;1;0;0;0;0
"OKE RT @PartaiSocmed : ""PENCITRAAN PALSU JOKOWI - AHOK"" By @TrioMacan2000 - Chirpstory http://t.co/44kj5OQPSP";1;0;0;0;0
"citradi73 pak wiranto bgus beliau aset bangsa  mknya umat islam harus bersinergi  tdk saling mencaci  tak mudah provokasi""";1;0;0;0;0
#Jokowi yg bersih dr #korupsi dinilai #capres fenomenal #Indonesia 2014;1;0;0;0;0
"Selamat pagi pak @iskan_dahlan . . .selamat pagi juga orang"" terpilih dan tertitip di bumn. . :)";1;0;0;0;0
Dukung jokowi dan ahok untuk memindahkan PRJ ke monas #yeeeeaaahhh;0;0;0;1;0
"Saya doakan Pak Jokowi selalu sehat dan masih punya umur di tahun 2018 Saya dukung beliau jadi Presiden RI.""";0;0;0;1;0
Dukung Jokowi Jadi Presiden RI tahun 2018.;0;0;0;1;0
@Pak_JK selamat pagi bapak jusuf kalla semoga hari inii menjadi barokah..aamiiin:-);0;0;0;0;0
"Podo ro aku nasibe :|""@yohansuper: ARB nyalon presiden itu ibarat mau nembak cewek dan udah tau bakalan ditolak tapi tetep ngebet --""""""";0;0;0;0;0
"Kalau ada yg usung JK+Dahlan Iskan(DI) caPres/wapres yakin akan jadi pasangan yg disukai rakyat. @SBYudhoyono""";0;0;0;0;0
@Danish_Pista jika kepemimpinan jokowi itu di diberi kepercayaan 2priude saya yakin indonesia akan mengalami perobahan yg ckp segnipikan.;0;0;0;1;0
21. Tentu banyak pelajaran yg bs diambil dr sosok seorang Wiranto mengingat kebutuhan Kepemimpinan Nasional saat ini. #HEBAT;0;1;0;0;0
Jangan pernah mengkhianati indonesia - aburizal bakrie;1;0;0;0;0
"sosok yang wajib jadi panutan  Pak @iskan_dahlan""";1;0;0;0;0
Relawan Jokowi galang dukungan di Bandung: Rencana pencapresan Joko Widodo dalam pemilihan presiden 2014 tampa... http://t.co/ex1Z6WpoDX;0;0;0;1;0
"Jangan2 kelaminnya juga palsu Æ’??@esmontog: Kebanyakan boong sih jadi salah omong RT @atika_cp: Jusuf Kalla @HitamPutihT7""";1;0;0;0;0
"Lagi-Lagi calon Presiden prabowo subianto yg Pro Rakyat dgn slogan kampanye kebocoran APBN kini berkompromi ama SBY# semuanya sama PENIPU..""";0;0;1;0;0
"RT @tabattala: surya paloh: nolak harga BBM naik tapi ngambil duit dari slot iklan pro-harga BBM naik #ScumbagGorilla""";0;1;0;0;0
"Wuiiiiih kencang Ketua *RH* ngetwit hari ini dan kemarin kok banyak yg mentions ternyata kultwit Ketua tentang Wiranto Pemimpin HEBAT.""";1;0;0;0;0
"Mahfud MD Sosok yang Tidak Gila Jabatan http://t.co/uhUX9KKgOO""";1;0;0;0;0
"Kss korupsi kader2 golkar jarang diungkap hsl kongxkong ARB-Beye @despar54 @YASPAYELUNGGAM @usmanadie""";1;0;0;0;0
@VIVAbola asik piala konperderasi gak di lacak. Nanti pemilu 2014 saya pilih ARB jadi presiden Indonesia ?;0;0;0;1;0
@teukufarhad palsu juga tu kadang lot aburizal bakrie;1;0;0;0;0
"Saya Mahfud MD. Orang bejo minum bla bla bla bla. Basa basi. Tdk mau langsung saja saya Mahfud MD calon Presiden. Pencitraan --""";1;0;0;0;0
RT @PartaiSocmed: 73. Hal yg berlawanan dilakukan oleh Jokowi. Dia tetap konsisten menemui rakyatnya setelah menjabat;0;0;1;0;0
"RT @PartaiSocmed: 76. Jawabannya hanya satu Hatta Rajasa gagal dalam meyakinkan masyarakat akan ketulusannya! Demikian juga tokoh2 lainnya!""";0;1;0;0;0
RT @The_insurgents: lebih baik di Monas di banding kemayoran... Sukses buat  @jokowi_do2  and @basuki_btp;1;0;0;0;0
"Makanya iklan Hatta Rajasa di mana-mana. Tnyata duit korupsi --&gt;http://t.co/kiXarJPRq1";1;0;0;0;0
"dan iklannya ttg org2 yg mendukung kenaikan bbm dan ARB for president! asli pencitraan kali! sampah kau ABURIZAL BAKRIE!""";1;0;0;0;0
 ARB = Aku Raja Bohong !!! :p;1;0;0;0;0
"haihh iya nic stalker ical sejatiee :P @Tonaziz @yumiarifda itu namanya pencitraan . Cie stalker :p""";1;0;0;0;0
"wigRahman masalah ganti rugi lapindo dimasukan RAPBN  pdahal itu tanggung jawab aburizal bakrie""";0;1;0;0;0
Menteri Badan Usaha Milik Negara (BUMN) Dahlan Iskan tidak bisa menahan kekesalannya terhadap kinerja TelkomVi... http://t.co/JsFKedYvt8;0;1;0;0;0
"Dahlan Iskan Jadi Idola di RRC........SOSOK Menteri BUMN Dahlan Iskan jadi inspirasi banyak orang dan... http://t.co/FYvn5yPkBS""";1;0;0;0;0
RT @Damara_2015: 2014-2019 coblos Letjen TNI (Purn) Prabowo Subianto RI-1 dan bapak Joko Widodo RI-2 =)) cocok wes sipp :-D;0;0;0;1;0
"Sy lbih senang mahfud MD JK jd wakil RT @angga_dharmawan @TrioMacan2000 saya lebih senang kalo JK jd presiden Can""";0;0;0;1;0
"Pak_JK ass Pak JK  pimpinlah negara ini biar bener smua. Baik hukum maupun ekonominya hidup JK &amp  Mahfud MD""";1;0;0;0;0
Tanggung jwab aburizal bakrie selaku pemilik lapindo.. Apa begini calon presiden.. Ckckckck picik licik..;0;1;0;0;0
"Indonesia punya Jusuf Kalla orang hebat. Amerika punya John Kennedy orang hebat. NUFC punya Joe Kinnear ngaku2nya sih orang hebat. #JK""";1;0;0;0;0
Dahlan Iskan Menginspirasi via Buku http://t.co/PVeADmjI3M;1;0;0;0;0
"Hatta Rajasa ""ra wani ngomong dhewe nek arep mundak"" PAYAH..!!!";0;0;0;0;0
pencitraan Jokowi hebat. karismatik banget;1;0;0;0;0
RT @teredom: Jokowi emang enak dilihat ya. Sederhana tapi karismatik. Sementara Ahok kelihatan manis gitu. Hihihihi..;1;0;0;0;0
"Mahfud MD kuat begadangnya tuh jam segini masih nongol aja di tv...""";1;0;0;0;0
Sok mau jadi Presiden Aburizal Bakrie ini !Lumpur LAPINDO aja Belum Tuntas apalagi Negara Indonesia ! JIJIK;0;1;0;0;0
@Yusrilihza_Mhd/ Aktor yg bertanggung jawab atas lumpur lapindo Aburizal Bakrie. JANGAN pilih ARB dlm pilpres 2014. http://t.co/VqajDqTBb7;0;1;0;1;0
"Maunya kalau APBN mengalir ke kasus Lapindo dengan alasan itu masalah negara hendaknya Aburizal Bakrie ditangkap karena merugikan negara!""";1;0;0;0;0
Halah pencitraan doang tuh biar dipilih jadi capresRT @okezonenews Wiranto Sesalkan Penentuan (cont) http://t.co/s2ZRp4HExo;1;0;0;0;0
Dengan selesaikan LAPINDO anda Bapak Aburizal Bakrie tentu langsung banyak org simpati *gentleman gt kata orang;0;1;0;0;0
"shenriz Kata Jusuf Kalla: ""Lebih Cepat Lebih Baik""""""";1;0;0;0;0
"Andai ARB jadi presiden rakyat pada takut Tanahnya dibeli habis. Jangan salah SBY bisa juga lo tapi pake tangan yg beda :)""";1;0;0;0;0
"aburizalbakrie. Masi lama pak ARB...2014 aja..bapa pasti jadi Presiden..saya dukung warga Bekasi.!""";0;0;0;1;0
"RT)sucibyt: Pengen Golput. Capres kita nggak ada yg becus ""@detikcom: Hanura Tegaskan Akan Usung Wiranto Sebagai Capres http://t.co/ukzgfXj?";1;0;0;1;0
"Hanya kulub hui dan cikopi yang mengerti perasaanku pagi ini. Selamat pagi Uganda tetap tolak capres Prabowo dan Wiranto u/ jd presiden RI!""";0;0;0;1;0
"Hasil Survey memberikan atensi negatif Partai HANURA &amp Capres WIRANTO pd Keterpilihan yg sangat rendah jauh dr Target yg kita harapkan *RH*""";0;0;0;1;0
Saya pinginnya Mahfud MD jdi presiden   Dahlan Iskan wakil presidennya :-D klo bisa sih sebenarnya independen aja tpi modalnya pasti ga ada;0;0;0;1;0
"Pagi ini liat tokoh panutan prof Mahfud MD(NU) Gubernur pak @jokowi_do2 (PDI-P)Buya Syaffi Maarif (cont)tl.gd/m55i1i""";1;0;0;0;0
"Aburizal bakrie tolol belegug sepakbola itu bukan ajang politik bung maradona juga punya otak!""";1;0;0;0;0
"ciee timsusnya prabowo subiantowkwkRT @Distyaa1: Capres yang berwibawa yang berdara politik gerindra :D""";1;0;0;0;0
"Contohnya bpak jusuf kalla :) RT @SBYudhoyono: Sebagai pemimpin itu kita harus sanggup berkorban dan berani mengambil risiko. *SBY*""";1;1;0;0;0
@Pak_JK Alhamdulillah. Terima Kasih atas sumbangan yg Bpk Jusuf Kalla kpd @cientificofmipa utk lomba ke Bangkok. Sangat embantu kami :);0;1;0;0;0
"Bisa ndk iklan bejo nya ndk d tayang dlu bosan liat itu mukanya pak mahfud MD. Wkwkwk""";1;0;0;0;0
"XD ""@jflowrighthere: Kelar ConCup ini elektabilitas pak Mahfud MD naik ga ya..kasian presenternya nongol cuma 5dtk ngomong ga penting :p""";1;0;0;0;0
"INDONESIA SAAT INI BUTUH PEMIMPIN HEBAT 'Humanis Edukatif Berani Amanah Tegas' Capres WIRANTO & Cawapres HARY TANOE. Setuju Retweet !""";1;0;0;0;0
"Ogah milih ARB jd presiden d 2014.Wong mau nnton piala konfederasi aj nggak d kasi sm dy pny prshaan tvapa lg yg laen.""";0;0;0;1;0
"Kalo ARB jdi presiden emang dia bakal menggunakan uang kekayaannya untuk membangun rakyat indonesia? Kalo engga ya sama aja si kyk yg lain""";1;0;0;0;0
JOKOWI jadi idola. Rakyat bosen para pemimpin yang rupa2 :-);1;0;0;0;0
@hosnibentaleb @QienaOgata hahaha! Arb bosan ni kn;1;0;0;0;0
Sosok pak Wiranto-Hary T capres cawapres om *pencerahan :D RT @TrioMacan2000: Bahas apa enaknya malam begini ya ? Ada usul ?;1;0;0;0;0
Wow penanganan lumpur lapindo masuk APBN. Ini ARB belum jd Presiden aja udah lumayan ngabisin duit negara!;1;0;0;0;0
Lupakah dgn Dosamu Dimasa Lalu Pak? RT @Metro_TV Langkah Berani Hanura Deklarasikan Wiranto-Hary Tanoe http://t.co/cisPgPfnbr;1;0;0;0;0
#PilpresRI Jokowi-Mahfud MD Pasangan Capres dan Cawapres Ideal - Tribunnews http://t.co/aonkjRj6nU;0;0;0;1;0
Wiranto jg dgn sigap laksanakan perintah Pres Habibie utk mencopot jabatan Prabowo sbg Pangkostrad ketika dinilai Habibie berencana kudeta;0;1;0;0;0
Klo sampai Hatta Rajasa Terbukti maka SBY benar2 ditakdirkan memiliki besan2 sbagai pelaku Korupsi.hehe;1;0;0;0;0
Mengisi kebohongan satu sama lain RT)pandji: mengisi slot TV :)) ?@tempodotco: Wiranto: Saya dan Harry Tanoe Saling Mengisi;1;0;0;0;0
Deklarasi Wiranto-HT Buat Hanura Lebih Tangguh di Pemilu 2014 dlvr.it/3bjg39;0;0;0;1;0
"ga bakal milih semua'a penipu) KompasTV Pemilu 1 thn lagi namun Partai Hanura deklarasikan Wiranto & Hary Tanoesoedibjo sebagai""";1;0;0;1;0
"CapresRI_2014 snang bisa lepasin uneg2 sma anda :)) H322klo mahfud md bijaksana capres ato cawapres pun bliau.psangan nya msti dri luar jawa :)""";1;0;0;0;0
sosok yg tepat dan paling banyak disukai orang buat jd presiden kayaknya Jokowi ya #okedeh;1;0;0;0;0
"\?/ @andi_hpattera: RT @paskahmanurung: @wimar siapapun wapresnya JOKOWI presidennya... *lg cari wapres paling layak http://t.co/6KhrzmzbmZ""";0;0;0;1;0
Angkatan Udara patut berterima kasih terhadap mantan presiden Ibu Megawati soekarno putri. tampa dia Sukhoi mungkin tak ada #nyata;0;1;0;0;0
"Capres Cawapres pilihan saya Wiranto - Mahfud MD duet maut utk Indonesia tegas jujur bersih patriotis &amp nasionalis #trendJak""";1;0;0;0;0
"Dari semua pilihan #Capres2014 yang ada saat ini menurut saya pasangan pak Wiranto  pak @Hary_Tanoe adalah yg paling relevan dan ideal :)""";0;0;0;1;0
Kelemahan Duet Wiranto-HT Karena Sama-sama Kader Hanura: Meski menyambut baik pasangan capres dan cawapres Wir... bit.ly/14OvXM7;1;0;0;0;0
#News #JakartaBaru Kelemahan Duet Wiranto-HT Karena Sama-sama Kader Hanura ow.ly/2y3JTf;1;0;0;0;0
via @medanbagus Ini Dia Kelemahan Duet Wiranto-HT dlvr.it/3bv3Jm #Medan;0;1;0;0;0
"Nama: wiranto  ikut pilpres 2x skali jd capres gagal kedua jd cawapres gagal. Skrg belum pemilu legislatif udh deklarasi :))""";1;0;0;0;0
"@NurulKhotimahAG said ""Ehhh liat dahh.. Megawati soekarno putri cakep loohhh"" :D";1;0;0;0;0
Pak Jusuf Kalla hebat!!!! @Pak_JK jusufkalla.info/archives/2013;1;0;0;0;0
"23. Jawabannya sederhana kelemahan Hanura dan Wiranto adalah soal kampanye dan pencitraan di Media minim dana minim iklan ...""";1;0;0;0;0
"Pak Abraham Samad Pak Dahlan Iskan Pak Jusuf Kalla Pak Mahfud Md. Ngefans smua .keren2 :D""";1;0;0;0;0
Happy birthday ibu megawati soekarno putri @mobcio! Semoga sukses terus ya bu :p;1;0;0;0;0
Deklarasi Wiranto Hary Tanoe Dinilai Ceroboh  goo.gl/od1dr;1;0;0;0;0
Prabowo Subianto: Kami Menghormati Keputusan Kawan-kawan di DPR;0;0;0;0;1
"Kami sangat bersyukur dg keberanian ketegasan kejujuran keikhlasan WIRANTO-HT mendeklarasikan diri sbg Capres/Cawapres pd PilPres 2015.""";1;0;0;0;0
RT @ajongajeng: surya paloh mukanya licik. ky nenek lampir.;1;0;0;0;0
"mulia sekali si bapak :) RT @SamarindaUpdate: Aburizal Bakrie atau Ical blusukan di Pasar Segiri #Samarinda Pedagang Minta Foto Bareng""";1;0;0;0;0
"Banyak pengusaha asal Lampung yang sukses namun kebanyakan sukses di daerah lain. Cont: Pak Aburizal Bakrie dan Pak @JamilAzzaini :)""";1;0;0;0;0
Aburizal bakrie tokoh lampung yg hebat :));1;0;0;0;0
Aburizal bakrie sosok yg sangat menyayangi ibunya :);1;0;0;0;0
"Hiiii Si uban hatta rajasa disebut sebut oleh beberapa pesakitan kpk. Waduh semoga gak masuk bui nih si pelobi ulung sehabis pilpres.""";1;0;0;0;0
"Gombal heeeeyy......!! ""@Metro_TV: Surya Paloh-Ical Jamin tidak Jadikan Media sebagai Alat Politikmetrotvn.ws/N167233""";1;1;0;0;0
RT @darsari_md: Pesona Bpk Prabowo Subianto 2014 akan menjadikan Partai Gerindra Pemenang Pemilu 2014!;1;0;0;0;0
@Halorara sombong mah aburizal bakrie atuh =)) lama tak ber ber an;1;0;0;0;0
"Orde Baru adalah Orde paling bejat masih mau pilih Wiranto atau Prabowo dan antek2nya? Cuih!widananews.blogspot.com/2013/05/pemban?""";0;0;0;1;0
Jiah hatta rajasa mau stabilkan harga daging???orang bloon gt!!!;1;1;0;0;0
"Pencitraan (tmsk retorika) adlh hal penting dlm berpolitik. Kita kan kekurangan orator. Coba liat wiranto surya paloh jelek bgt pidatonya""";1;0;0;0;0
RT @roisulakbar: pemikiran tentang hukum islam dari prof mahfud md keren. berasa kalau saya masih butuh banyak belajar :);1;0;0;0;0
Jokowi kandidat kuat Capres 2014.;0;0;0;1;0
RT @TrioMacan2000: Daftar Kelemahan Mahfud MD Sebagai Capres 2014 chirpstory.com/li/95966?;0;1;0;0;0
@hajibadrun ideal nya kalo boleh usul pak jokowi jadi paket bp h.prabowo subianto di pilpres 2014...;1;0;0;0;0
"Elektabilitas di Survei Naik Hanura Klaim karena Deklarasi Wiranto-HT|contoh penipu yg kena tipu diri sendiri. LSN punya dia ko""";1;0;0;0;0
"RT @ABenBella1: Prabowo Subianto Bertekad Sejahterakan Nelayan yang Selama Ini Terpinggirkan http://t.co/0s2JKh435f""";0;0;1;0;0
"Jusuf Kalla Dahlan Iskan dan Mahfud MD Paling Diunggulkan | http://t.co/Sdm3WIbZNV http://t.co/Bxvz8Ljshi #DahlanIskan""";0;0;0;1;0
"RT @setyarisqi: horeee dibales pak wiranto! :D RT @wiranto1947: Disapa saja @setyarisqi @andriian27. Kenapa tidak? Saya jadi tak enak hati.""";1;0;0;0;0
Sukses Pak @okezonenews: Hanura Yakin @wiranto1947 Melekat di Hati Rakyat http://t.co/EwTQJpGDIc;1;0;0;0;0
"RT)rahung: Udah bunuh saudara sendiri untuk nafsu bejat politik jenderal Wiranto itu (cont) tl.gd/ma3jp4""";1;0;0;0;0
Pak jusuf kalla ramah syekalii ngajak ngobroll ?;1;0;0;0;0
RT @ramayodhya: Lebih setuju @Pak_JK - Mahfud MD RT @kompascom: Jokowi-Jusuf Kalla Kombinasi Andalan 2014 http://t.co/DbC8sfUg8z;0;0;0;1;0
Calon RI1 yg paling pas cuma Joko Widodo/Dahlan Iskan/Mahfud MD. Yang lain?  #auk;0;0;0;1;0
"Ayo kita dukung dari sekarang @mjk_mmd ""Muhammad Yusuf Kalla-Moh.Mahfud MD (Capres-Cawapres 2014) cc @Pak_JK @mohmahfudmd";0;0;0;1;0
PKB: Mahfud MD Figur Capres Paling Kuat brt.st/1qyl;0;0;0;1;0
jokowi menyampaikan duka cita terhadap korban meninggal kejadian kebakaran di kawasan tanah abang;0;0;1;0;0
Pak_JK ramah dermawan rendah hati dan demokratis itulah pak Jusuf Kalla. Siap untuk maju ke RI-1 bang;1;0;0;0;0
"tvOneNews gandeng lah politik weh jeung politik nyiarkeun bola teu becus tidak profesional.. Ga pilih arb gue ntar pemilu ga akan!""";0;0;0;1;0
Wiranto bejat ember;1;0;0;0;0
Mahfud MD kandidat kuat untuk PKB >> bit.ly/16zpKo8;0;0;0;1;0
Bukan popularitas yang saya cari..tapi kepentingan NASIONAL yg saya utamakan@prabowo08..prabowo subianto putra terbaik Indonesia...;1;1;0;0;0
"AamiinO:)""@Ruddlie: @TrioMacan2000 @imhafnurqi masih ada yg bersih.. salah satu nya Capres 2014 Prof Mahfud MD :)""";1;0;0;0;0
Band WALI: Dahlan Iskan adalah tokoh bersahaja dan jujur;1;0;0;0;0
"wiranto1947 pak bila Anda mencalonkan diri dgn pak hary tano Sya yakin kmnangan akan jauh di depan mata apa lagi anda satu partai""";0;0;0;1;0
" Ini TV Satu promosiin ARB mulu... Ngurus lumpur aja ga becus apalagi ngurus negara -..-""";0;1;0;0;0
Mau tahu seperti apa kebohongan Wiranto tntang reformasi follow)AdianNapitupulu;1;0;0;0;0
Amien Rais Sebut Jokowi dan Prabowo Sosok Presiden Idaman http://t.co/7VVCdElaCt #IDbdg1JutaFollowers;1;0;0;0;0
Effendi : Jokowi Bukan Politisi Sejati http://t.co/gE54xvmwBq;1;0;0;0;0
@Metro_TV saya menolak keras surya paloh capres terlalu ambisius dan obsesif brutus;1;0;0;1;0
"Hatta Rajasa Capres Amien Rais: PAN Harus Realistis - """"Terima kasih doanya. Partai memang sudah memutuskan begitu... http://t.co/mM2QUujGHz""";0;0;0;1;0
disinilah letak kelemahan dr calon yg sdh poluler macam Prabowo dan Wiranto;0;1;0;0;0
Makasih @AjiTriWikongko: Hebat ini Oase Ramadhan @Metro_TV diisi oleh bapak @komar_hidayat & bapak Jusuf Kalla.;1;0;0;0;0
asik sekali. kayaknya nama dibelakang itu sebagai bentuk dukungan dari Mahfud MD :D @Budy_Sugandi;1;0;0;0;0
Bapa mentri dahlan iskan itu karismatik bgt :')));1;0;0;0;0
"sorry spam) Survei Jumhur Lebih Populer Dibandingkan Mahfud MD  Kok Bisa?: Pemerhati Pemilu dar... http://t.co/A3lcOOGpqg keep smile :)""";1;0;0;0;0
"Artiny  saingan Aburizal bakrie :D ""@herossitanggang: @vinnapramidita saya mah Koruptor Sukses :D RT""";1;0;0;0;0
"Bgtu jg sosok bersih pak Mahfud MD  silahkan anda dukung penuh sbg Capres atau Cawapres 2014  krn Beliau jg mampu selamatkan NKRI.""";0;1;0;0;0
Bpk capres wiranto ko skrng kurus yaa?;0;0;0;0;0
"iskan_dahlan Pak  moga bisa maju jdi Capres yah bareng @jokowi_do2 ... Amin""";1;0;0;0;0
ayoo dukung aburizal bakrie jadi pemimpin :D;0;0;0;1;0
Said Aqil: Hatta Rajasa Cocok Ikut Capres 2014 http://t.co/NyNBVe3D9E;0;0;0;1;0
@Gerindra Menang Prabowo Subianto presiden RI;0;0;0;1;0
"Mendidik dan memberi contoh ke bawahannya donk. Liat Jokowi deh yg rendah hati... hati2 deh hambalang msh open. Emang enak digunjing org?""";1;0;0;0;0
Lulung: Jokowi Lebih Paham Ketimbang Ahok http://t.co/sfvWaw4kOp;0;1;0;0;0
"Skurlah muda2han ayahnda mendukung bpk prabowo subianto utk menuju capres 2014 ayahnda jg tahu klw bpk prabowo putra terbaek bangsa utk 2014""";1;0;0;0;0
a @ardyyudha_ @sajufermata mohon maaf lahir batin untuk Pak Surya Paloh  Pak Jusuf Kalla. Semoga jadi pemimpin yang baik untuk Indonesia ya.;1;0;0;0;0
Hatta Rajasa Menteri Goblok..!!;1;0;0;0;0
Surya Paloh sm Harry Tanoe itu sampe nyewa patwal kemana dia pergi. Pengawal yg lebay. Biar kliatan kalo dia pemimpin.;1;0;0;0;0
"Gw sangat berharap Surya Paloh bisa naek jadi presiden selanjutnya dia leader tipe petarung bukan petaring  http://t.co/76lkpyNDDm""";1;0;0;1;0
@sartiam bajak wiranto bejat;1;0;0;0;0
Sudah follow Mahfud MD tweet2nya enak dibaca selayaknya tokoh panutan yang pantas difollow .;1;0;0;0;0
"Mungkin itu salah 1 faktor kenapa Pak Wiranto gagal saat pilpres 2004 2009 &amp masih penasaran ingin jadi Presiden RI sampai sekarang. :)""";0;0;0;0;0
"iskan_dahlan Pak Dahlan klo duet capres karo Jokowi psti menang I408Ayo nyapress cak :D""";0;0;0;1;0
Pasangan yang cocok jd capres cawapres tahun depan menurut saya ya bpk.Mahfud MD dan bpk Dahlan Iskan.. Moga aja mereka berdua di pasangkan.;0;0;0;1;0
"iskan_dahlan pa sudah mulai bertugas lagi ya.........tunjukan prestasi bapak ya....agar bisa jd capres 2014""";1;0;0;0;0
@Pak_JK haiii Pak Jusuf Kalla saya mendukung bapak! Untuk menjadi CAPRES 1945! Hidup Pak Jusuf Kalla!;0;0;0;1;0
"Gerah sendiri gua mikirin CAPRES 2014 . ~ Engga ada yang bikin simpati  mending juga pak Hatta rajasa kali yyah 'Coba ajah bisa ikut milih""";0;0;0;1;0
surya paloh ini kayak orang jahat;1;0;0;0;0
"Karena mekanisme pencalonan Capres hny melalui Parpol dg syarat2 tertentu maka Jokowi bisa sj gagal dicapreskan .""";0;0;0;0;0
Ada SBY yg makin useless. Ada Prabowo yg ga ngarep jadi Presiden. Ada Mega yg serakah. Ada Paloh yg muka 2. Ada-ada aja kandidatnya~;1;0;0;0;0
" Untung muncul sosok seperti Jokowi dan Mahfud MD ... Yg sampe saat ini terbukti jujur bersih dan bersahaja.""";1;0;0;0;0
"Lihat iklan surya paloh ini najiiss bgt yak banyak boongnya janji palsu!""";1;0;0;0;0
Iklan Wiranto-HT adl wujud nyata ketidak jujur an dlm diri mereka secara telanjang mll publisitas besar-besaran. Belum jadi sdh tidak jujur!;1;0;0;0;0
"Wiranto mata duit ya? Kok HT bru masuk langsung dikasih cawapres? RT)TrioMacan2000: Tokoh penipu dan ... m.tmi.me/16fEx8""";1;0;0;0;0
"Iklannya Surya Paloh di Metro TV jelek banget ya. Iya !""";0;0;0;0;0
"ahh common sense! hahaha ^^b RT @rjbang: biar keliatan bodonya saingan si surya paloh :))""";1;0;0;0;0
Hidup surya paloh :))) RT @JRX_SID: 1. Thanx sdh nonton liputan #BaliNotForSale di @metrorealitas Metro TV ... http://t.co/8iydGwKqIS;1;0;0;0;0
"Kaya'nya pak Jusuf Kalla Saja Tidak datang Hari Ini.. Semua Petinggi Toyota HK ada di Bengkel.. Harii Inii :D""";0;0;0;0;0
kalo menurut saya pak prabowo sosok pemimpin yg cakap yg sudah terbukti luar dalam ;0;1;0;0;0
Duh bpk yang satu ini Pede bgt bs jd presiden (?_?'!l) #ARB;1;0;0;0;0
