content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas;;;;
Bapak Jusuf Kalla pemimpin yg cerdas dan bijaksana;1;-1;-1;-1;-1;;;;
Jusuf kalla bijak :);1;-1;-1;-1;-1;;;;
"Pencitraan @NuyuySapitri: Pak Jusuf Kalla aja beli sepokatnya dicibaduyut :D""";0;-1;-1;-1;-1;;;;
Jusuf Kalla bijak broo orangnya...;1;-1;-1;-1;-1;;;;
Dengerin tuh kata pak jusuf kalla pencitraan itu kata yang tak terealisasi;0;-1;-1;-1;-1;;;;
Ketika Lumpur Lapindo tak kunjung berakhir. Aburizal Bakrie ingin jadi PRESIDEN (?) Hallow!!!;-1;0;-1;-1;-1;;;;
"yeey dukung pak JK jd capres 2014 :D RT @Ilna_prince : Yah..maybe :) RT""linathr: persiapan utk calon presiden taon dpn tawwa kak :D";-1;-1;-1;1;-1;;;;
Kagum dg sosok Jusuf Kalla @HitamPutihT7 @Trans7  keep on low profile ;1;-1;-1;-1;-1;;;;
@KemalSevilla JK - Mahfud MD pasangan ideal 2014- 2019 KALAU ORANG INDONESIA SUDAH CERDAS;-1;-1;-1;1;-1;;;;
Capres terbaik @Pak_JK brusan nyanyi di program #HitamPutih cc: @TrioMacan2000;1;-1;-1;-1;-1;;;;
@hitamputihT7 wah pak jusuf kalla nyanyi hebat juga:-) hari ini temanya sangat bagus.;1;-1;-1;-1;-1;;;;
@Pak_JK 2014 maju lagi donk jadi capres;1;-1;-1;-1;-1;;;;
"capres yg tepat 2014 inisial JW tepatnya Jenderal Wiranto""";-1;-1;-1;1;-1;;;;
"pinkykriwil @PamanBreakNews @PKSejahtera haha ARB lagi sibuk bikin iklan pencitraan di TVone &amp ANTV brooo harap maklum katanya !!!!""";0;-1;-1;-1;-1;;;;
@iskan_dahlan swasembada gula...tebu? Susah Pak! Aren? Hebat Pak!;-1;1;-1;-1;-1;;;;
"TrioMacan2000 Saya rasa Mahmud MD dan Dahlan iskan merupakan duet yang idel capres dan cawapres 2014 saya yakin mereka mampu. Gmn can?""";-1;1;-1;1;-1;;;;
"Jokowi mah Tampangnya Katrok RT @TrioMacan2000: Jokowi cerdas manfaatkan para pihak hehe Æ’??@FaisolTresna: Jokowi Gak Seidiot Itu@TrioMacan20""";0;-1;-1;-1;-1;;;;
"Tirulah sifat aburizal bakrie. Ya sifat optimisme tinggi untuk menjadi presiden Indonesia 2014 :))""";1;-1;-1;-1;-1;;;;
Wangsitnya 'kamu pasti gagal jadi presiden' RT @VIVAnews: Aburizal Bakrie Ziarah ke Makam Guru Pendiri NU http://t.co/oDU3YDKTG0;0;-1;-1;-1;-1;;;;
Org bego jg tau klo buat kampanye pencitraan .. RT @VIVAnews: Hatta Rajasa: BBM Naik demi Ketahanan Energi Nasional http://t.co/z1N4Mlkesh;0;1;-1;-1;-1;;;;
"Jujur seperti  Katakan hitam bila memang hitam katakan putih jika memang putih... (Surya paloh)""";1;-1;-1;-1;-1;;;;
"Panutan politikus saya cuma bapak Jusuf Kallayg lain mah entahlah ga percaya :/""";1;-1;-1;-1;-1;;;;
"Setuju sisterKemana Keadilan Kemana Kebesan Masyarakat IndonesiaHukum Disumpal Dengan UangKami Rindu Sosok Soekarna Kecil Bapak Prabowo""";1;-1;-1;-1;-1;;;;
@iskan_dahlan @abramantyo kpn pak Dahlan sbg speaker lg di seminar/diskusi publik? Slmt maju jd capres ya kami dukung.bls ya pak;1;-1;-1;1;-1;;;;
"Pak SBY usul Capres 2014 pak Dahlan Iskan aja bpk sdh memilih pak Dahlan Iskan jd dirut PLN Mentri BUMN selanjutnya Capres Dahlan Iskan ya""";-1;-1;-1;1;-1;;;;
Jokowi dan dahlan iskan cocok maju capres 2014 RT @RakyatMeminta: Dari sekian banyak komentar mengenai ... (more) http://t.co/A5KIyRxGcz;-1;-1;-1;1;-1;;;;
"Jokowi dianggap pejabat paling jujur dan bersahaja' Nama Gubernur DKI Jakarta Joko Widodo masih berada di... http://t.co/Q7t3ZzG1vD""";1;-1;-1;-1;-1;;;;
"Ada 5 orang hebat dri sulawesi yg menginspirasi hdup gua BJ Habibie Jusuf Kalla Opa gue Nyokap gue ~""";1;-1;-1;-1;-1;;;;
"indonesia akan maju dan  aman apabila pak habibi dan wiranto maju menjadi presiden ayo Mahasiswa dan masyarakat kita minta pak habibi maju""";1;-1;-1;1;-1;;;;
"Org yg hebat tdk dibentuk dari segala kenyamanan kemewahan tp dibentuk dari tantangan ksulitan air mata """"Dahlan Iskan""""""";1;-1;-1;-1;-1;;;;
jokowi ahok pemimpin frontal nan cerdas presiden masa depan!!;1;-1;-1;-1;-1;;;;
Presiden masa depan RT @Rafliiiii94: Hellyih! \m/ Rt augusmilitan: Hidup ARB :) RT @Rafliiiii94: Mantepan;1;-1;-1;-1;-1;;;;
"Wiranto? ""@BurhanMuhtadi: Tiba2 mrasa kasihan melihat kerja keras capres itu banting tulang pasang iklan  tapi kok elektabilitas gak naik?""";0;-1;-1;-1;-1;;;;
salah satu inspirasi gaya kepemimpinan yang saya anut adalah beliau @iskan_dahlan;1;-1;-1;-1;-1;;;;
"Saya dukung Hatta Rajasa RT ?@sahabathatta Menurut Survey Hatta Rajasa Mampu Bawa Indonesia Sejahtera http://t.co/WhPCfggbpz""";-1;1;-1;1;-1;;;;
@syosodipuro @arielcalvalera @jokowi_do2 kata siapa org solo cerdas? Jokowi tes IQ aja paling dibwh rata2. Apalagi org solo yg lainnya?;-1;0;-1;-1;-1;;;;
Wah Pak Wiranto black belt DAN V? *baru lihat iklan di TV *salut pak!;-1;-1;-1;-1;-1;;;;
Semoga tahun 2014 bapak  prabowo subianto terpilih menjadi presiden .;-1;-1;-1;1;-1;;;;
Hasil jajak pembaca Nonstop edisi Juni 2013: Hatta Rajasa Mampu Jadi Capres 2014 http://t.co/OPQaALPXz5;-1;1;-1;-1;-1;;;;
Kalo disuruh milih gw lebih milih prof yusril ihza mahendra duet sama prof mahfud md buat jadi RI 1   RI 2 tahun depan ...;-1;-1;-1;1;-1;;;;
"Makin naek nihh nama Jokowi renstra politik yg sangat cerdas :D:)""";1;-1;-1;-1;-1;;;;
"Orang seperti Bapak Ali Pak Yusuf Kalla Pak Mahfud MD Pak Dahlan Iskan bisa jadi toladan umat amanah tegas""";1;-1;-1;-1;-1;;;;
"minta ampun saya lihat ini si OON selalu memuja ARB. lumpur sidoarjo belum kelar mau sok jadi presiden.""";-1;0;-1;-1;-1;;;;
"Dari semua bakal Capres ex militer Jend Wiranto punya keunggulan jauh dibanding dgn capres yg lain @wiranto1947 http://t.co/qlgc8xbpX1""";1;-1;-1;-1;-1;;;;
"Sdh cukup 32 tahun rakyat ketakutan dibawah rezim Orde Baru dan Golkar. Skr Wiranto mau jd presiden. *tepokJidat*""";-1;-1;-1;0;-1;;;;
"dia itu terlena dengan ambisinya jadi presiden. Lupa sidoarjo ""@bagas_limar: Iya sih tp lumpur lapindo ko ga slese2?""""@izzanb: ARB kan""";-1;0;-1;-1;-1;;;;
"Semua motivasi2 yang diberikan oleh Pak @iskan_dahlan sama seperti kisah dari Nabi Muhammad ya itu mau sukses caranya: jujur dapat dipercaya""";1;-1;-1;-1;-1;;;;
"Pertama senang bs brtatap muka langsung dgn Pak Jusuf Kalla mantan wakil presiden bersama dgn Pak Djan Faridz Menteri Perumahan Rakyat :D""";1;-1;-1;-1;-1;;;;
Sudah cukup!!! 32 tahun rakyat ketakutan dibawah rezim Orde Baru dan Golkar. Sekarang Bpk. Wiranto dan Bpk. Parbowo mau jadi calon Presiden.;0;-1;-1;-1;-1;;;;
"Dahlan Iskan: Jujur Amanah Ikhlas itu Penting http://t.co/TAlIZSRBOs via @sharethis""";1;-1;-1;-1;-1;;;;
panutan bgt buat jadi pemimpin RT @LintasME okowi dianggap pejabat paling jujur dan bersahaja http://t.co/8AyQdvFBDh;1;-1;-1;-1;-1;;;;
"OKE RT @PartaiSocmed : ""PENCITRAAN PALSU JOKOWI - AHOK"" By @TrioMacan2000 - Chirpstory http://t.co/44kj5OQPSP";0;-1;-1;-1;-1;;;;
"citradi73 pak wiranto bgus beliau aset bangsa  mknya umat islam harus bersinergi  tdk saling mencaci  tak mudah provokasi""";1;-1;-1;-1;-1;;;;
#Jokowi yg bersih dr #korupsi dinilai #capres fenomenal #Indonesia 2014;1;-1;-1;-1;-1;;;;
"Selamat pagi pak @iskan_dahlan . . .selamat pagi juga orang"" terpilih dan tertitip di bumn. . :)";1;-1;-1;-1;-1;;;;
Dukung jokowi dan ahok untuk memindahkan PRJ ke monas #yeeeeaaahhh;-1;-1;-1;1;-1;;;;
"Saya doakan Pak Jokowi selalu sehat dan masih punya umur di tahun 2018 Saya dukung beliau jadi Presiden RI.""";-1;-1;-1;1;-1;;;;
Dukung Jokowi Jadi Presiden RI tahun 2018.;-1;-1;-1;1;-1;;;;
@Pak_JK selamat pagi bapak jusuf kalla semoga hari inii menjadi barokah..aamiiin:-);-1;-1;-1;-1;-1;;;;
"Podo ro aku nasibe :|""@yohansuper: ARB nyalon presiden itu ibarat mau nembak cewek dan udah tau bakalan ditolak tapi tetep ngebet --""""""";-1;-1;-1;-1;-1;;;;
"Kalau ada yg usung JK+Dahlan Iskan(DI) caPres/wapres yakin akan jadi pasangan yg disukai rakyat. @SBYudhoyono""";-1;-1;-1;-1;-1;;;;
@Danish_Pista jika kepemimpinan jokowi itu di diberi kepercayaan 2priude saya yakin indonesia akan mengalami perobahan yg ckp segnipikan.;-1;-1;-1;1;-1;;;;
21. Tentu banyak pelajaran yg bs diambil dr sosok seorang Wiranto mengingat kebutuhan Kepemimpinan Nasional saat ini. #HEBAT;-1;1;-1;-1;-1;;;;
Jangan pernah mengkhianati indonesia - aburizal bakrie;1;-1;-1;-1;-1;;;;
"sosok yang wajib jadi panutan  Pak @iskan_dahlan""";1;-1;-1;-1;-1;;;;
Relawan Jokowi galang dukungan di Bandung: Rencana pencapresan Joko Widodo dalam pemilihan presiden 2014 tampa... http://t.co/ex1Z6WpoDX;-1;-1;-1;1;-1;;;;
"Jangan2 kelaminnya juga palsu Æ’??@esmontog: Kebanyakan boong sih jadi salah omong RT @atika_cp: Jusuf Kalla @HitamPutihT7""";0;-1;-1;-1;-1;;;;
"Lagi-Lagi calon Presiden prabowo subianto yg Pro Rakyat dgn slogan kampanye kebocoran APBN kini berkompromi ama SBY# semuanya sama PENIPU..""";-1;-1;0;-1;-1;;;;
"RT @tabattala: surya paloh: nolak harga BBM naik tapi ngambil duit dari slot iklan pro-harga BBM naik #ScumbagGorilla""";-1;0;-1;-1;-1;;;;
"Wuiiiiih kencang Ketua *RH* ngetwit hari ini dan kemarin kok banyak yg mentions ternyata kultwit Ketua tentang Wiranto Pemimpin HEBAT.""";1;-1;-1;-1;-1;;;;
"Mahfud MD Sosok yang Tidak Gila Jabatan http://t.co/uhUX9KKgOO""";1;-1;-1;-1;-1;;;;
"Kss korupsi kader2 golkar jarang diungkap hsl kongxkong ARB-Beye @despar54 @YASPAYELUNGGAM @usmanadie""";0;-1;-1;-1;-1;;;;
@VIVAbola asik piala konperderasi gak di lacak. Nanti pemilu 2014 saya pilih ARB jadi presiden Indonesia ?;-1;-1;-1;1;-1;;;;
@teukufarhad palsu juga tu kadang lot aburizal bakrie;0;-1;-1;-1;-1;;;;
"Saya Mahfud MD. Orang bejo minum bla bla bla bla. Basa basi. Tdk mau langsung saja saya Mahfud MD calon Presiden. Pencitraan --""";0;-1;-1;-1;-1;;;;
RT @PartaiSocmed: 73. Hal yg berlawanan dilakukan oleh Jokowi. Dia tetap konsisten menemui rakyatnya setelah menjabat;-1;-1;1;-1;-1;;;;
"RT @PartaiSocmed: 76. Jawabannya hanya satu Hatta Rajasa gagal dalam meyakinkan masyarakat akan ketulusannya! Demikian juga tokoh2 lainnya!""";-1;0;-1;-1;-1;;;;
RT @The_insurgents: lebih baik di Monas di banding kemayoran... Sukses buat  @jokowi_do2  and @basuki_btp;1;-1;-1;-1;-1;;;;
"Makanya iklan Hatta Rajasa di mana-mana. Tnyata duit korupsi --&gt;http://t.co/kiXarJPRq1";0;-1;-1;-1;-1;;;;
"dan iklannya ttg org2 yg mendukung kenaikan bbm dan ARB for president! asli pencitraan kali! sampah kau ABURIZAL BAKRIE!""";0;-1;-1;-1;-1;;;;
 ARB = Aku Raja Bohong !!! :p;0;-1;-1;-1;-1;;;;
"haihh iya nic stalker ical sejatiee :P @Tonaziz @yumiarifda itu namanya pencitraan . Cie stalker :p""";0;-1;-1;-1;-1;;;;
"wigRahman masalah ganti rugi lapindo dimasukan RAPBN  pdahal itu tanggung jawab aburizal bakrie""";-1;0;-1;-1;-1;;;;
Menteri Badan Usaha Milik Negara (BUMN) Dahlan Iskan tidak bisa menahan kekesalannya terhadap kinerja TelkomVi... http://t.co/JsFKedYvt8;-1;1;-1;-1;-1;;;;
"Dahlan Iskan Jadi Idola di RRC........SOSOK Menteri BUMN Dahlan Iskan jadi inspirasi banyak orang dan... http://t.co/FYvn5yPkBS""";1;-1;-1;-1;-1;;;;
RT @Damara_2015: 2014-2019 coblos Letjen TNI (Purn) Prabowo Subianto RI-1 dan bapak Joko Widodo RI-2 =)) cocok wes sipp :-D;-1;-1;-1;1;-1;;;;
"Sy lbih senang mahfud MD JK jd wakil RT @angga_dharmawan @TrioMacan2000 saya lebih senang kalo JK jd presiden Can""";-1;-1;-1;1;-1;;;;
"Pak_JK ass Pak JK  pimpinlah negara ini biar bener smua. Baik hukum maupun ekonominya hidup JK &amp  Mahfud MD""";1;-1;-1;-1;-1;;;;
Tanggung jwab aburizal bakrie selaku pemilik lapindo.. Apa begini calon presiden.. Ckckckck picik licik..;-1;0;-1;-1;-1;;;;
"Indonesia punya Jusuf Kalla orang hebat. Amerika punya John Kennedy orang hebat. NUFC punya Joe Kinnear ngaku2nya sih orang hebat. #JK""";1;-1;-1;-1;-1;;;;
Dahlan Iskan Menginspirasi via Buku http://t.co/PVeADmjI3M;1;-1;-1;-1;-1;;;;
"Hatta Rajasa ""ra wani ngomong dhewe nek arep mundak"" PAYAH..!!!";-1;-1;-1;-1;-1;;;;
pencitraan Jokowi hebat. karismatik banget;1;-1;-1;-1;-1;;;;
RT @teredom: Jokowi emang enak dilihat ya. Sederhana tapi karismatik. Sementara Ahok kelihatan manis gitu. Hihihihi..;1;-1;-1;-1;-1;;;;
"Mahfud MD kuat begadangnya tuh jam segini masih nongol aja di tv...""";0;-1;-1;-1;-1;;;;
Sok mau jadi Presiden Aburizal Bakrie ini !Lumpur LAPINDO aja Belum Tuntas apalagi Negara Indonesia ! JIJIK;-1;0;-1;-1;-1;;;;
@Yusrilihza_Mhd/ Aktor yg bertanggung jawab atas lumpur lapindo Aburizal Bakrie. JANGAN pilih ARB dlm pilpres 2014. http://t.co/VqajDqTBb7;-1;0;-1;0;-1;;;;
"Maunya kalau APBN mengalir ke kasus Lapindo dengan alasan itu masalah negara hendaknya Aburizal Bakrie ditangkap karena merugikan negara!""";0;-1;-1;-1;-1;;;;
Halah pencitraan doang tuh biar dipilih jadi capresRT @okezonenews Wiranto Sesalkan Penentuan (cont) http://t.co/s2ZRp4HExo;0;-1;-1;-1;-1;;;;
Dengan selesaikan LAPINDO anda Bapak Aburizal Bakrie tentu langsung banyak org simpati *gentleman gt kata orang;-1;1;-1;-1;-1;;;;
"shenriz Kata Jusuf Kalla: ""Lebih Cepat Lebih Baik""""""";1;-1;-1;-1;-1;;;;
"Andai ARB jadi presiden rakyat pada takut Tanahnya dibeli habis. Jangan salah SBY bisa juga lo tapi pake tangan yg beda :)""";0;-1;-1;-1;-1;;;;
"aburizalbakrie. Masi lama pak ARB...2014 aja..bapa pasti jadi Presiden..saya dukung warga Bekasi.!""";-1;-1;-1;1;-1;;;;
"RT)sucibyt: Pengen Golput. Capres kita nggak ada yg becus ""@detikcom: Hanura Tegaskan Akan Usung Wiranto Sebagai Capres http://t.co/ukzgfXj?";0;-1;-1;1;-1;;;;
"Hanya kulub hui dan cikopi yang mengerti perasaanku pagi ini. Selamat pagi Uganda tetap tolak capres Prabowo dan Wiranto u/ jd presiden RI!""";-1;-1;-1;0;-1;;;;
"Hasil Survey memberikan atensi negatif Partai HANURA &amp Capres WIRANTO pd Keterpilihan yg sangat rendah jauh dr Target yg kita harapkan *RH*""";-1;-1;-1;0;-1;;;;
Saya pinginnya Mahfud MD jdi presiden   Dahlan Iskan wakil presidennya :-D klo bisa sih sebenarnya independen aja tpi modalnya pasti ga ada;-1;-1;-1;1;-1;;;;
"Pagi ini liat tokoh panutan prof Mahfud MD(NU) Gubernur pak @jokowi_do2 (PDI-P)Buya Syaffi Maarif (cont)tl.gd/m55i1i""";1;-1;-1;-1;-1;;;;
"Aburizal bakrie tolol belegug sepakbola itu bukan ajang politik bung maradona juga punya otak!""";0;-1;-1;-1;-1;;;;
"ciee timsusnya prabowo subiantowkwkRT @Distyaa1: Capres yang berwibawa yang berdara politik gerindra :D""";1;-1;-1;-1;-1;;;;
"Contohnya bpak jusuf kalla :) RT @SBYudhoyono: Sebagai pemimpin itu kita harus sanggup berkorban dan berani mengambil risiko. *SBY*""";1;1;-1;-1;-1;;;;
@Pak_JK Alhamdulillah. Terima Kasih atas sumbangan yg Bpk Jusuf Kalla kpd @cientificofmipa utk lomba ke Bangkok. Sangat embantu kami :);-1;1;-1;-1;-1;;;;
"Bisa ndk iklan bejo nya ndk d tayang dlu bosan liat itu mukanya pak mahfud MD. Wkwkwk""";0;-1;-1;-1;-1;;;;
"XD ""@jflowrighthere: Kelar ConCup ini elektabilitas pak Mahfud MD naik ga ya..kasian presenternya nongol cuma 5dtk ngomong ga penting :p""";0;-1;-1;-1;-1;;;;
"INDONESIA SAAT INI BUTUH PEMIMPIN HEBAT 'Humanis Edukatif Berani Amanah Tegas' Capres WIRANTO & Cawapres HARY TANOE. Setuju Retweet !""";1;-1;-1;-1;-1;;;;
"Ogah milih ARB jd presiden d 2014.Wong mau nnton piala konfederasi aj nggak d kasi sm dy pny prshaan tvapa lg yg laen.""";-1;-1;-1;0;-1;;;;
"Kalo ARB jdi presiden emang dia bakal menggunakan uang kekayaannya untuk membangun rakyat indonesia? Kalo engga ya sama aja si kyk yg lain""";0;-1;-1;-1;-1;;;;
JOKOWI jadi idola. Rakyat bosen para pemimpin yang rupa2 :-);1;-1;-1;-1;-1;;;;
@hosnibentaleb @QienaOgata hahaha! Arb bosan ni kn;0;-1;-1;-1;-1;;;;
Sosok pak Wiranto-Hary T capres cawapres om *pencerahan :D RT @TrioMacan2000: Bahas apa enaknya malam begini ya ? Ada usul ?;1;-1;-1;-1;-1;;;;
Wow penanganan lumpur lapindo masuk APBN. Ini ARB belum jd Presiden aja udah lumayan ngabisin duit negara!;0;-1;-1;-1;-1;;;;
Lupakah dgn Dosamu Dimasa Lalu Pak? RT @Metro_TV Langkah Berani Hanura Deklarasikan Wiranto-Hary Tanoe http://t.co/cisPgPfnbr;0;-1;-1;-1;-1;;;;
#PilpresRI Jokowi-Mahfud MD Pasangan Capres dan Cawapres Ideal - Tribunnews http://t.co/aonkjRj6nU;-1;-1;-1;1;-1;;;;
Wiranto jg dgn sigap laksanakan perintah Pres Habibie utk mencopot jabatan Prabowo sbg Pangkostrad ketika dinilai Habibie berencana kudeta;-1;1;-1;-1;-1;;;;
Klo sampai Hatta Rajasa Terbukti maka SBY benar2 ditakdirkan memiliki besan2 sbagai pelaku Korupsi.hehe;1;-1;-1;-1;-1;;;;
Mengisi kebohongan satu sama lain RT)pandji: mengisi slot TV :)) ?@tempodotco: Wiranto: Saya dan Harry Tanoe Saling Mengisi;0;-1;-1;-1;-1;;;;
Deklarasi Wiranto-HT Buat Hanura Lebih Tangguh di Pemilu 2014 dlvr.it/3bjg39;-1;-1;-1;1;-1;;;;
"ga bakal milih semua'a penipu) KompasTV Pemilu 1 thn lagi namun Partai Hanura deklarasikan Wiranto & Hary Tanoesoedibjo sebagai""";0;-1;-1;0;-1;;;;
"CapresRI_2014 snang bisa lepasin uneg2 sma anda :)) H322klo mahfud md bijaksana capres ato cawapres pun bliau.psangan nya msti dri luar jawa :)""";1;-1;-1;-1;-1;;;;
sosok yg tepat dan paling banyak disukai orang buat jd presiden kayaknya Jokowi ya #okedeh;1;-1;-1;-1;-1;;;;
"\?/ @andi_hpattera: RT @paskahmanurung: @wimar siapapun wapresnya JOKOWI presidennya... *lg cari wapres paling layak http://t.co/6KhrzmzbmZ""";-1;-1;-1;1;-1;;;;
Angkatan Udara patut berterima kasih terhadap mantan presiden Ibu Megawati soekarno putri. tampa dia Sukhoi mungkin tak ada #nyata;-1;1;-1;-1;-1;;;;
"Capres Cawapres pilihan saya Wiranto - Mahfud MD duet maut utk Indonesia tegas jujur bersih patriotis &amp nasionalis #trendJak""";1;-1;-1;-1;-1;;;;
"Dari semua pilihan #Capres2014 yang ada saat ini menurut saya pasangan pak Wiranto  pak @Hary_Tanoe adalah yg paling relevan dan ideal :)""";-1;-1;-1;1;-1;;;;
Kelemahan Duet Wiranto-HT Karena Sama-sama Kader Hanura: Meski menyambut baik pasangan capres dan cawapres Wir... bit.ly/14OvXM7;0;-1;-1;-1;-1;;;;
#News #JakartaBaru Kelemahan Duet Wiranto-HT Karena Sama-sama Kader Hanura ow.ly/2y3JTf;0;-1;-1;-1;-1;;;;
via @medanbagus Ini Dia Kelemahan Duet Wiranto-HT dlvr.it/3bv3Jm #Medan;-1;0;-1;-1;-1;;;;
"Nama: wiranto  ikut pilpres 2x skali jd capres gagal kedua jd cawapres gagal. Skrg belum pemilu legislatif udh deklarasi :))""";0;-1;-1;-1;-1;;;;
"@NurulKhotimahAG said ""Ehhh liat dahh.. Megawati soekarno putri cakep loohhh"" :D";1;-1;-1;-1;-1;;;;
Pak Jusuf Kalla hebat!!!! @Pak_JK jusufkalla.info/archives/2013;1;-1;-1;-1;-1;;;;
"23. Jawabannya sederhana kelemahan Hanura dan Wiranto adalah soal kampanye dan pencitraan di Media minim dana minim iklan ...""";0;-1;-1;-1;-1;;;;
"Pak Abraham Samad Pak Dahlan Iskan Pak Jusuf Kalla Pak Mahfud Md. Ngefans smua .keren2 :D""";1;-1;-1;-1;-1;;;;
Happy birthday ibu megawati soekarno putri @mobcio! Semoga sukses terus ya bu :p;1;-1;-1;-1;-1;;;;
Deklarasi Wiranto Hary Tanoe Dinilai Ceroboh  goo.gl/od1dr;0;-1;-1;-1;-1;;;;
Orasi ilmiah bapak Hatta rajasa;-1;1;-1;-1;-1;;;;
"Kami sangat bersyukur dg keberanian ketegasan kejujuran keikhlasan WIRANTO-HT mendeklarasikan diri sbg Capres/Cawapres pd PilPres 2015.""";1;-1;-1;-1;-1;;;;
RT @ajongajeng: surya paloh mukanya licik. ky nenek lampir.;0;-1;-1;-1;-1;;;;
"mulia sekali si bapak :) RT @SamarindaUpdate: Aburizal Bakrie atau Ical blusukan di Pasar Segiri #Samarinda Pedagang Minta Foto Bareng""";1;-1;-1;-1;-1;;;;
"Banyak pengusaha asal Lampung yang sukses namun kebanyakan sukses di daerah lain. Cont: Pak Aburizal Bakrie dan Pak @JamilAzzaini :)""";1;-1;-1;-1;-1;;;;
Aburizal bakrie tokoh lampung yg hebat :));1;-1;-1;-1;-1;;;;
Aburizal bakrie sosok yg sangat menyayangi ibunya :);1;-1;-1;-1;-1;;;;
"Hiiii Si uban hatta rajasa disebut sebut oleh beberapa pesakitan kpk. Waduh semoga gak masuk bui nih si pelobi ulung sehabis pilpres.""";0;-1;-1;-1;-1;;;;
"Gombal heeeeyy......!! ""@Metro_TV: Surya Paloh-Ical Jamin tidak Jadikan Media sebagai Alat Politikmetrotvn.ws/N167233""";0;1;-1;-1;-1;;;;
RT @darsari_md: Pesona Bpk Prabowo Subianto 2014 akan menjadikan Partai Gerindra Pemenang Pemilu 2014!;1;-1;-1;-1;-1;;;;
@Halorara sombong mah aburizal bakrie atuh =)) lama tak ber ber an;0;-1;-1;-1;-1;;;;
"Orde Baru adalah Orde paling bejat masih mau pilih Wiranto atau Prabowo dan antek2nya? Cuih!widananews.blogspot.com/2013/05/pemban?""";-1;-1;-1;0;-1;;;;
Jiah hatta rajasa mau stabilkan harga daging???orang bloon gt!!!;0;1;-1;-1;-1;;;;
"Pencitraan (tmsk retorika) adlh hal penting dlm berpolitik. Kita kan kekurangan orator. Coba liat wiranto surya paloh jelek bgt pidatonya""";0;-1;-1;-1;-1;;;;
RT @roisulakbar: pemikiran tentang hukum islam dari prof mahfud md keren. berasa kalau saya masih butuh banyak belajar :);1;-1;-1;-1;-1;;;;
Jokowi kandidat kuat Capres 2014.;-1;-1;-1;1;-1;;;;
RT @TrioMacan2000: Daftar Kelemahan Mahfud MD Sebagai Capres 2014 chirpstory.com/li/95966?;-1;0;-1;-1;-1;;;;
@hajibadrun ideal nya kalo boleh usul pak jokowi jadi paket bp h.prabowo subianto di pilpres 2014...;1;-1;-1;-1;-1;;;;
"Elektabilitas di Survei Naik Hanura Klaim karena Deklarasi Wiranto-HT|contoh penipu yg kena tipu diri sendiri. LSN punya dia ko""";0;-1;-1;-1;-1;;;;
"RT @ABenBella1: Prabowo Subianto Bertekad Sejahterakan Nelayan yang Selama Ini Terpinggirkan http://t.co/0s2JKh435f""";-1;-1;1;-1;-1;;;;
"Jusuf Kalla Dahlan Iskan dan Mahfud MD Paling Diunggulkan | http://t.co/Sdm3WIbZNV http://t.co/Bxvz8Ljshi #DahlanIskan""";-1;-1;-1;1;-1;;;;
"RT @setyarisqi: horeee dibales pak wiranto! :D RT @wiranto1947: Disapa saja @setyarisqi @andriian27. Kenapa tidak? Saya jadi tak enak hati.""";1;-1;-1;-1;-1;;;;
Sukses Pak @okezonenews: Hanura Yakin @wiranto1947 Melekat di Hati Rakyat http://t.co/EwTQJpGDIc;1;-1;-1;-1;-1;;;;
"RT)rahung: Udah bunuh saudara sendiri untuk nafsu bejat politik jenderal Wiranto itu (cont) tl.gd/ma3jp4""";0;-1;-1;-1;-1;;;;
Pak jusuf kalla ramah syekalii ngajak ngobroll ?;1;-1;-1;-1;-1;;;;
RT @ramayodhya: Lebih setuju @Pak_JK - Mahfud MD RT @kompascom: Jokowi-Jusuf Kalla Kombinasi Andalan 2014 http://t.co/DbC8sfUg8z;-1;-1;-1;1;-1;;;;
Calon RI1 yg paling pas cuma Joko Widodo/Dahlan Iskan/Mahfud MD. Yang lain?  #auk;-1;-1;-1;1;-1;;;;
"Ayo kita dukung dari sekarang @mjk_mmd ""Muhammad Yusuf Kalla-Moh.Mahfud MD (Capres-Cawapres 2014) cc @Pak_JK @mohmahfudmd";-1;-1;-1;1;-1;;;;
PKB: Mahfud MD Figur Capres Paling Kuat brt.st/1qyl;-1;-1;-1;1;-1;;;;
mulai bosan dengan iklan arb.;0;-1;-1;-1;-1;;;;
Pak_JK ramah dermawan rendah hati dan demokratis itulah pak Jusuf Kalla. Siap untuk maju ke RI-1 bang;1;-1;-1;-1;-1;;;;
"tvOneNews gandeng lah politik weh jeung politik nyiarkeun bola teu becus tidak profesional.. Ga pilih arb gue ntar pemilu ga akan!""";-1;-1;-1;0;-1;;;;
Wiranto bejat ember;0;-1;-1;-1;-1;;;;
Mahfud MD kandidat kuat untuk PKB >> bit.ly/16zpKo8;-1;-1;-1;1;-1;;;;
Bukan popularitas yang saya cari..tapi kepentingan NASIONAL yg saya utamakan@prabowo08..prabowo subianto putra terbaik Indonesia...;1;1;-1;-1;-1;;;;
"AamiinO:)""@Ruddlie: @TrioMacan2000 @imhafnurqi masih ada yg bersih.. salah satu nya Capres 2014 Prof Mahfud MD :)""";1;-1;-1;-1;-1;;;;
Band WALI: Dahlan Iskan adalah tokoh bersahaja dan jujur;1;-1;-1;-1;-1;;;;
